Video_Id	CC_Status	Note	Category	Label	Metadata	youtube_caption	Ground_Truth	Chatgpt_caption	Llama2_caption	wer_gpt	bleu_gpt	rouge1_gpt	rouge2_gpt	rougeL_gpt	rougeLsum_gpt	wer_llama2	bleu_llama2	rouge1_llama2	rouge2_llama2	rougeL_llama2	rougeLsum_llama2	wer_asr	bleu_asr	rouge1_asr	rouge2_asr	rougeL_asr	rougeLsum_asr
xy8yKkXriuA	0	does not exist	Entertainment	8						-14.45	0.195	0.048	0.091	0.048	0.048							0.0	0.0	0.0	0.0	0.0	0.0
_oxso1pWCHY	1	corrected Video_Id	Entertainment	9						3.28	-0.042	-0.047	-0.079	-0.047	-0.047							0.0	0.0	0.0	0.0	0.0	0.0
HutXJzlDuA0	0	does not exist	Entertainment	10						-6.95	0.075	0.026	0.05	0.033	0.033							0.0	0.0	0.0	0.0	0.0	0.0
ULFUVwPDkxI	1		News	1						-8.8	0.121	0.043	0.071	0.043	0.043							0.0	0.0	0.0	0.0	0.0	0.0
L7CGonrhG_k	1		News	2						-3.25	0.018	0.009	0.009	0.009	0.009							0.0	0.0	0.0	0.0	0.0	0.0
GV_c1YlM9EA	1		News	3						0.59	-0.01	-0.002	0.0	-0.002	-0.002							0.0	0.0	0.0	0.0	0.0	0.0
ZMMRNb2xEkU	0	cc disabled	News	4						-27.94	0.288	0.136	0.308	0.151	0.151							0.0	0.0	0.0	0.0	0.0	0.0
PvJuocemHS4	1		News	5						-4.01	0.04	0.023	0.058	0.029	0.029							0.0	0.0	0.0	0.0	0.0	0.0
wGWVKkYEHBE	1		News	6						-8.97	0.171	0.032	0.089	0.032	0.092							0.0	0.0	0.0	0.0	0.0	0.0
bKMJm6rbgL4	1		News	7						-0.83	0.037	0.007	0.043	0.011	0.011							0.0	0.0	0.0	0.0	0.0	0.0
MlPD0dxDDQY	1		News	8						2.17	-0.052	-0.036	-0.04	-0.023	-0.023							0.0	0.0	0.0	0.0	0.0	0.0
JgSHli3iKxA	1		News	9						-48.52	0.633	0.251	0.528	0.339	0.339							0.0	0.0	0.0	0.0	0.0	0.0
ewfP4aDKqLc	0	cc disabled	News	10						-15.07	0.202	0.132	0.205	0.132	0.132							0.0	0.0	0.0	0.0	0.0	0.0
eRxj35raxOs	1		Travel	1						-58.54	0.609	0.462	0.601	0.533	0.533							0.0	0.0	0.0	0.0	0.0	0.0
YwWbuYQhlvM	1		Travel	2						-50.0	0.536	0.261	0.426	0.338	0.327							0.0	0.0	0.0	0.0	0.0	0.0
c6paDig_s24	1		Travel	3						4.21	-0.028	-0.011	-0.014	-0.012	-0.012							0.0	0.0	0.0	0.0	0.0	0.0
34LqdqM6Kg4	1		Travel	4						-36.53	0.354	0.25	0.292	0.287	0.287							0.0	0.0	0.0	0.0	0.0	0.0
gBspmhvWgwA	1		Travel	5						-11.11	0.146	0.041	0.105	0.047	0.047							0.0	0.0	0.0	0.0	0.0	0.0
HnYN7OQe854	1		Travel	6						-7.82	0.108	0.039	0.075	0.044	0.064							0.0	0.0	0.0	0.0	0.0	0.0
qpyMZYSKSCU	1		Travel	7						-62.45	0.624	0.672	0.68	0.679	0.679							0.0	0.0	0.0	0.0	0.0	0.0
1gfm91bu6FE	1		Travel	8						-32.38	0.376	0.162	0.311	0.216	0.216							0.0	0.0	0.0	0.0	0.0	0.0
CEx2oOtCFSU	1		Travel	9						-29.29	0.381	0.136	0.299	0.193	0.193							0.0	0.0	0.0	0.0	0.0	0.0
hKy5Ec-HN3M	1		Travel	10						0.64	-0.014	-0.003	-0.009	-0.003	-0.003							0.0	0.0	0.0	0.0	0.0	0.0
I6h-EmnqOps	1		Travel	11						-37.63	0.4	0.213	0.415	0.282	0.282							0.0	0.0	0.0	0.0	0.0	0.0
aYRpJoKUBdQ	1		Travel	12						-74.87	0.792	0.537	0.723	0.649	0.649							0.0	0.0	0.0	0.0	0.0	0.0
