Video_Id	CC_Status	Note	Category	Label	Metadata	youtube_caption	Ground_Truth	Chatgpt_caption	Llama2_caption	wer_gpt	bleu_gpt	rouge1_gpt	rouge2_gpt	rougeL_gpt	rougeLsum_gpt	wer_llama2	bleu_llama2	rouge1_llama2	rouge2_llama2	rougeL_llama2	rougeLsum_llama2	wer_asr	bleu_asr	rouge1_asr	rouge2_asr	rougeL_asr	rougeLsum_asr
eTFy8RnUkoU	200		Education	9						1.22	-0.008	-0.007	-0.007	-0.004	-0.01							0.0	0.0	0.0	0.0	0.0	0.0
zsjvFFKOm3c	200		Education	10						1.08	-0.01	-0.002	-0.004	-0.002	-0.002							0.0	0.0	0.0	0.0	0.0	0.0
bi46iDzFs48	0	wrong video	Entertainment	1																							
pPLzAtFiDDw	200		Entertainment	2						9.01	-0.073	0.004	0.004	0.004	0.004							0.0	0.0	0.0	0.0	0.0	0.0
1oPDwCp26bE	200		Entertainment	3						-1.38	-0.022	0.015	0.015	0.015	0.015							0.0	0.0	0.0	0.0	0.0	0.0
Ld2SS2-v3Fk	0	does not exist	Entertainment	4																							
CotW36ApEto	200		Entertainment	5						4.12	-0.052	-0.005	-0.034	-0.014	-0.014							0.0	0.0	0.0	0.0	0.0	0.0
Yk5TE-7heoc	0	does not exist	Entertainment	6																							
Bypor4e04rg	200		Entertainment	7						0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0
xy8yKkXriuA	0	does not exist	Entertainment	8																							
_oxso1pWCHY	200	corrected Video_Id	Entertainment	9						8.19	-0.075	-0.032	-0.044	-0.047	-0.047							0.0	0.0	0.0	0.0	0.0	0.0
HutXJzlDuA0	0	does not exist	Entertainment	10																							
ULFUVwPDkxI	200		News	1						-0.49	0.007	-0.006	-0.011	-0.006	-0.006							0.0	0.0	0.0	0.0	0.0	0.0
L7CGonrhG_k	200		News	2						8.45	-0.095	-0.009	-0.008	-0.009	-0.009							0.0	0.0	0.0	0.0	0.0	0.0
GV_c1YlM9EA	200		News	3						-1.19	0.028	0.008	0.011	0.008	0.008							0.0	0.0	0.0	0.0	0.0	0.0
ZMMRNb2xEkU	0	cc disabled	News	4																							
PvJuocemHS4	200		News	5						-1.78	0.019	0.002	0.004	0.002	0.002							0.0	0.0	0.0	0.0	0.0	0.0
wGWVKkYEHBE	200		News	6						0.53	-0.008	-0.003	-0.005	-0.003	-0.003							0.0	0.0	0.0	0.0	0.0	0.0
bKMJm6rbgL4	200		News	7						1.67	-0.035	-0.002	-0.007	-0.002	-0.002							0.0	0.0	0.0	0.0	0.0	0.0
MlPD0dxDDQY	200		News	8						-0.43	0.011	0.017	0.008	0.008	0.008							0.0	0.0	0.0	0.0	0.0	0.0
JgSHli3iKxA	200		News	9						1.26	-0.03	-0.004	-0.008	-0.004	-0.004							0.0	0.0	0.0	0.0	0.0	0.0
ewfP4aDKqLc	0	cc disabled	News	10																							
eRxj35raxOs	200		Travel	1						-1.22	0.013	0.006	0.012	0.006	0.006							0.0	0.0	0.0	0.0	0.0	0.0
YwWbuYQhlvM	200		Travel	2						0.54	-0.004	-0.003	-0.002	-0.003	-0.003							0.0	0.0	0.0	0.0	0.0	0.0
c6paDig_s24	200		Travel	3						-4.21	0.065	0.01	0.021	0.01	0.01							0.0	0.0	0.0	0.0	0.0	0.0
34LqdqM6Kg4	200		Travel	4						0.0	-0.005	-0.002	-0.003	-0.002	-0.002							0.0	0.0	0.0	0.0	0.0	0.0
gBspmhvWgwA	200		Travel	5						0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0
HnYN7OQe854	200		Travel	6						0.0	0.011	0.0	0.005	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0
qpyMZYSKSCU	200		Travel	7						0.0	-0.016	0.003	0.011	0.01	0.021							0.0	0.0	0.0	0.0	0.0	0.0
1gfm91bu6FE	200		Travel	8						-2.16	0.023	0.018	0.025	0.018	0.018							0.0	0.0	0.0	0.0	0.0	0.0
CEx2oOtCFSU	200		Travel	9						-0.5	0.005	-0.005	-0.01	-0.005	-0.005							0.0	0.0	0.0	0.0	0.0	0.0
hKy5Ec-HN3M	200		Travel	10						1.29	-0.012	-0.013	-0.013	-0.013	-0.013							0.0	0.0	0.0	0.0	0.0	0.0
I6h-EmnqOps	404		Travel	11																							
aYRpJoKUBdQ	200		Travel	12						2.62	-0.044	0.003	0.003	0.003	0.003							0.0	0.0	0.0	0.0	0.0	0.0
